timestamp_utc,carpark,available_spaces,total_spaces,occupancy,status,parking_option,source_last_updated
2025-10-01 08:18:21,Victoria Street,550,895,0.3855,,Short-term,
2025-10-01 09:15:09,Civic,637,928,0.3136,,Short-term,
2025-10-01 09:15:09,Downtown,1279,1944,0.3421,,Short-term,
2025-10-01 09:15:09,Ronwood,523,678,0.2286,,Short-term,
2025-10-01 09:15:09,Toka Puia,395,420,0.0595,,Short-term,
2025-10-01 09:15:09,Victoria Street,595,895,0.3352,,Short-term,
2025-10-01 10:13:59,Civic,729,928,0.2144,,Short-term,
2025-10-01 10:13:59,Downtown,1325,1944,0.3184,,Short-term,
2025-10-01 10:13:59,Ronwood,523,678,0.2286,,Short-term,
2025-10-01 10:13:59,Toka Puia,395,420,0.0595,,Short-term,
2025-10-01 10:13:59,Victoria Street,594,895,0.3363,,Short-term,
2025-10-01 11:12:29,Civic,750,928,0.1918,,Short-term,
2025-10-01 11:12:29,Downtown,1344,1944,0.3086,,Short-term,
2025-10-01 11:12:29,Ronwood,523,678,0.2286,,Short-term,
2025-10-01 11:12:29,Toka Puia,395,420,0.0595,,Short-term,
2025-10-01 11:12:29,Victoria Street,595,895,0.3352,,Short-term,
2025-10-01 12:28:02,Civic,751,928,0.1907,,Short-term,
2025-10-01 12:28:02,Downtown,1343,1944,0.3092,,Short-term,
2025-10-01 12:28:02,Ronwood,523,678,0.2286,,Short-term,
2025-10-01 12:28:02,Toka Puia,395,420,0.0595,,Short-term,
2025-10-01 12:28:02,Victoria Street,595,895,0.3352,,Short-term,
2025-10-01 13:25:01,Civic,751,928,0.1907,,Short-term,
2025-10-01 13:25:01,Downtown,1344,1944,0.3086,,Short-term,
2025-10-01 13:25:01,Ronwood,523,678,0.2286,,Short-term,
2025-10-01 13:25:01,Toka Puia,395,420,0.0595,,Short-term,
2025-10-01 13:25:01,Victoria Street,595,895,0.3352,,Short-term,
2025-10-01 14:14:01,Civic,751,928,0.1907,,Short-term,
2025-10-01 14:14:01,Downtown,1344,1944,0.3086,,Short-term,
2025-10-01 14:14:01,Ronwood,523,678,0.2286,,Short-term,
2025-10-01 14:14:01,Toka Puia,395,420,0.0595,,Short-term,
2025-10-01 14:14:01,Victoria Street,595,895,0.3352,,Short-term,
2025-10-01 15:12:34,Civic,751,928,0.1907,,Short-term,
2025-10-01 15:12:34,Downtown,1344,1944,0.3086,,Short-term,
2025-10-01 15:12:34,Ronwood,523,678,0.2286,,Short-term,
2025-10-01 15:12:34,Toka Puia,395,420,0.0595,,Short-term,
2025-10-01 15:12:34,Victoria Street,595,895,0.3352,,Short-term,
2025-10-01 16:16:47,Civic,751,928,0.1907,,Short-term,
2025-10-01 16:16:47,Downtown,1343,1944,0.3092,,Short-term,
2025-10-01 16:16:47,Ronwood,523,678,0.2286,,Short-term,
2025-10-01 16:16:47,Toka Puia,395,420,0.0595,,Short-term,
2025-10-01 16:16:47,Victoria Street,595,895,0.3352,,Short-term,
2025-10-01 17:12:19,Civic,749,928,0.1929,,Short-term,
2025-10-01 17:12:19,Downtown,1316,1944,0.323,,Short-term,
2025-10-01 17:12:19,Ronwood,517,678,0.2375,,Short-term,
2025-10-01 17:12:19,Toka Puia,391,420,0.069,,Short-term,
2025-10-01 17:12:19,Victoria Street,591,895,0.3397,,Short-term,
2025-10-01 18:18:59,Civic,722,928,0.222,,Short-term,
2025-10-01 18:18:59,Downtown,1221,1944,0.3719,,Short-term,
2025-10-01 18:18:59,Ronwood,498,678,0.2655,,Short-term,
2025-10-01 18:18:59,Toka Puia,386,420,0.081,,Short-term,
2025-10-01 18:18:59,Victoria Street,575,895,0.3575,,Short-term,
2025-10-01 19:10:28,Civic,673,928,0.2748,,Short-term,
2025-10-01 19:10:28,Downtown,1048,1944,0.4609,,Short-term,
2025-10-01 19:10:28,Ronwood,420,678,0.3805,,Short-term,
2025-10-01 19:10:28,Toka Puia,356,420,0.1524,,Short-term,
2025-10-01 19:10:28,Victoria Street,541,895,0.3955,,Short-term,
2025-10-01 20:14:46,Civic,572,928,0.3836,,Short-term,
2025-10-01 20:14:46,Downtown,746,1944,0.6163,,Short-term,
2025-10-01 20:14:46,Ronwood,313,678,0.5383,,Short-term,
2025-10-01 20:14:46,Toka Puia,324,420,0.2286,,Short-term,
2025-10-01 20:14:46,Victoria Street,493,895,0.4492,,Short-term,
2025-10-01 21:11:40,Civic,451,928,0.514,,Short-term,
2025-10-01 21:11:40,Downtown,542,1944,0.7212,,Short-term,
2025-10-01 21:11:40,Ronwood,289,678,0.5737,,Short-term,
2025-10-01 21:11:40,Toka Puia,309,420,0.2643,,Short-term,
2025-10-01 21:11:40,Victoria Street,416,895,0.5352,,Short-term,
2025-10-01 22:12:26,Civic,427,928,0.5399,,Short-term,
2025-10-01 22:12:26,Downtown,427,1944,0.7803,,Short-term,
2025-10-01 22:12:26,Ronwood,284,678,0.5811,,Short-term,
2025-10-01 22:12:26,Toka Puia,306,420,0.2714,,Short-term,
2025-10-01 22:12:26,Victoria Street,387,895,0.5676,,Short-term,
2025-10-01 23:11:09,Civic,417,928,0.5506,,Short-term,
2025-10-01 23:11:09,Downtown,321,1944,0.8349,,Short-term,
2025-10-01 23:11:09,Ronwood,284,678,0.5811,,Short-term,
2025-10-01 23:11:09,Toka Puia,299,420,0.2881,,Short-term,
2025-10-01 23:11:09,Victoria Street,354,895,0.6045,,Short-term,
2025-10-02 00:58:28,Civic,440,928,0.5259,,Short-term,
2025-10-02 00:58:28,Downtown,366,1944,0.8117,,Short-term,
2025-10-02 00:58:28,Ronwood,288,678,0.5752,,Short-term,
2025-10-02 00:58:28,Toka Puia,298,420,0.2905,,Short-term,
2025-10-02 00:58:28,Victoria Street,333,895,0.6279,,Short-term,
2025-10-02 02:20:16,Civic,473,928,0.4903,,Short-term,
2025-10-02 02:20:16,Downtown,578,1944,0.7027,,Short-term,
2025-10-02 02:20:16,Ronwood,306,678,0.5487,,Short-term,
2025-10-02 02:20:16,Toka Puia,306,420,0.2714,,Short-term,
2025-10-02 02:20:16,Victoria Street,376,895,0.5799,,Short-term,
2025-10-02 03:25:03,Civic,537,928,0.4213,,Short-term,
2025-10-02 03:25:03,Downtown,762,1944,0.608,,Short-term,
2025-10-02 03:25:03,Ronwood,357,678,0.4735,,Short-term,
2025-10-02 03:25:03,Toka Puia,329,420,0.2167,,Short-term,
2025-10-02 03:25:03,Victoria Street,434,895,0.5151,,Short-term,
2025-10-02 04:15:15,Civic,557,928,0.3998,,Short-term,
2025-10-02 04:15:15,Downtown,844,1944,0.5658,,Short-term,
2025-10-02 04:15:15,Ronwood,443,678,0.3466,,Short-term,
2025-10-02 04:15:15,Toka Puia,363,420,0.1357,,Short-term,
2025-10-02 04:15:15,Victoria Street,461,895,0.4849,,Short-term,
2025-10-02 05:12:19,Civic,408,928,0.5603,,Short-term,
2025-10-02 05:12:19,Downtown,863,1944,0.5561,,Short-term,
2025-10-02 05:12:19,Ronwood,494,678,0.2714,,Short-term,
2025-10-02 05:12:19,Toka Puia,382,420,0.0905,,Short-term,
2025-10-02 05:12:19,Victoria Street,462,895,0.4838,,Short-term,
2025-10-02 06:19:51,Civic,87,928,0.9062,,Short-term,
2025-10-02 06:19:51,Downtown,948,1944,0.5123,,Short-term,
2025-10-02 06:19:51,Ronwood,512,678,0.2448,,Short-term,
2025-10-02 06:19:51,Toka Puia,388,420,0.0762,,Short-term,
2025-10-02 06:19:51,Victoria Street,436,895,0.5128,,Short-term,
2025-10-02 07:12:46,Civic,121,928,0.8696,,Short-term,
2025-10-02 07:12:46,Downtown,1048,1944,0.4609,,Short-term,
2025-10-02 07:12:46,Ronwood,516,678,0.2389,,Short-term,
2025-10-02 07:12:46,Toka Puia,392,420,0.0667,,Short-term,
2025-10-02 07:12:46,Victoria Street,457,895,0.4894,,Short-term,
2025-10-02 08:17:37,Civic,209,928,0.7748,,Short-term,
2025-10-02 08:17:37,Downtown,1166,1944,0.4002,,Short-term,
2025-10-02 08:17:37,Ronwood,516,678,0.2389,,Short-term,
2025-10-02 08:17:37,Toka Puia,395,420,0.0595,,Short-term,
2025-10-02 08:17:37,Victoria Street,532,895,0.4056,,Short-term,
2025-10-02 09:14:04,Civic,611,928,0.3416,,Short-term,
2025-10-02 09:14:04,Downtown,1263,1944,0.3503,,Short-term,
2025-10-02 09:14:04,Ronwood,516,678,0.2389,,Short-term,
2025-10-02 09:14:04,Toka Puia,395,420,0.0595,,Short-term,
2025-10-02 09:14:04,Victoria Street,590,895,0.3408,,Short-term,
2025-10-02 10:13:07,Civic,730,928,0.2134,,Short-term,
2025-10-02 10:13:07,Downtown,1312,1944,0.3251,,Short-term,
2025-10-02 10:13:07,Ronwood,516,678,0.2389,,Short-term,
2025-10-02 10:13:07,Toka Puia,395,420,0.0595,,Short-term,
2025-10-02 10:13:07,Victoria Street,594,895,0.3363,,Short-term,
2025-10-02 11:10:51,Civic,741,928,0.2015,,Short-term,
2025-10-02 11:10:51,Downtown,1325,1944,0.3184,,Short-term,
2025-10-02 11:10:51,Ronwood,516,678,0.2389,,Short-term,
2025-10-02 11:10:51,Toka Puia,395,420,0.0595,,Short-term,
2025-10-02 11:10:51,Victoria Street,595,895,0.3352,,Short-term,
2025-10-02 12:24:49,Civic,746,928,0.1961,,Short-term,
2025-10-02 12:24:49,Downtown,1338,1944,0.3117,,Short-term,
2025-10-02 12:24:49,Ronwood,516,678,0.2389,,Short-term,
2025-10-02 12:24:49,Toka Puia,395,420,0.0595,,Short-term,
2025-10-02 12:24:49,Victoria Street,595,895,0.3352,,Short-term,
2025-10-02 13:22:06,Civic,747,928,0.195,,Short-term,
2025-10-02 13:22:06,Downtown,1341,1944,0.3102,,Short-term,
2025-10-02 13:22:06,Ronwood,516,678,0.2389,,Short-term,
2025-10-02 13:22:06,Toka Puia,395,420,0.0595,,Short-term,
2025-10-02 13:22:06,Victoria Street,595,895,0.3352,,Short-term,
2025-10-02 14:12:54,Civic,747,928,0.195,,Short-term,
2025-10-02 14:12:54,Downtown,1343,1944,0.3092,,Short-term,
2025-10-02 14:12:54,Ronwood,516,678,0.2389,,Short-term,
2025-10-02 14:12:54,Toka Puia,395,420,0.0595,,Short-term,
2025-10-02 14:12:54,Victoria Street,595,895,0.3352,,Short-term,
2025-10-02 15:13:37,Civic,747,928,0.195,,Short-term,
2025-10-02 15:13:37,Downtown,1343,1944,0.3092,,Short-term,
2025-10-02 15:13:37,Ronwood,516,678,0.2389,,Short-term,
2025-10-02 15:13:37,Toka Puia,395,420,0.0595,,Short-term,
2025-10-02 15:13:37,Victoria Street,595,895,0.3352,,Short-term,
2025-10-02 16:15:42,Civic,747,928,0.195,,Short-term,
2025-10-02 16:15:42,Downtown,1343,1944,0.3092,,Short-term,
2025-10-02 16:15:42,Ronwood,516,678,0.2389,,Short-term,
2025-10-02 16:15:42,Toka Puia,395,420,0.0595,,Short-term,
2025-10-02 16:15:42,Victoria Street,595,895,0.3352,,Short-term,
2025-10-02 17:09:31,Civic,744,928,0.1983,,Short-term,
2025-10-02 17:09:31,Downtown,1315,1944,0.3236,,Short-term,
2025-10-02 17:09:31,Ronwood,515,678,0.2404,,Short-term,
2025-10-02 17:09:31,Toka Puia,392,420,0.0667,,Short-term,
2025-10-02 17:09:31,Victoria Street,589,895,0.3419,,Short-term,
2025-10-02 18:18:29,Civic,724,928,0.2198,,Short-term,
2025-10-02 18:18:29,Downtown,1237,1944,0.3637,,Short-term,
2025-10-02 18:18:29,Ronwood,499,678,0.264,,Short-term,
2025-10-02 18:18:29,Toka Puia,386,420,0.081,,Short-term,
2025-10-02 18:18:29,Victoria Street,572,895,0.3609,,Short-term,
2025-10-02 19:10:39,Civic,691,928,0.2554,,Short-term,
2025-10-02 19:10:39,Downtown,1067,1944,0.4511,,Short-term,
2025-10-02 19:10:39,Ronwood,447,678,0.3407,,Short-term,
2025-10-02 19:10:39,Toka Puia,357,420,0.15,,Short-term,
2025-10-02 19:10:39,Victoria Street,528,895,0.4101,,Short-term,
2025-10-02 20:13:57,Civic,619,928,0.333,,Short-term,
2025-10-02 20:13:57,Downtown,831,1944,0.5725,,Short-term,
2025-10-02 20:13:57,Ronwood,370,678,0.4543,,Short-term,
2025-10-02 20:13:57,Toka Puia,322,420,0.2333,,Short-term,
2025-10-02 20:13:57,Victoria Street,478,895,0.4659,,Short-term,
2025-10-02 21:11:17,Civic,542,928,0.4159,,Short-term,
2025-10-02 21:11:17,Downtown,651,1944,0.6651,,Short-term,
2025-10-02 21:11:17,Ronwood,352,678,0.4808,,Short-term,
2025-10-02 21:11:17,Toka Puia,304,420,0.2762,,Short-term,
2025-10-02 21:11:17,Victoria Street,424,895,0.5263,,Short-term,
2025-10-02 22:11:47,Civic,511,928,0.4494,,Short-term,
2025-10-02 22:11:47,Downtown,553,1944,0.7155,,Short-term,
2025-10-02 22:11:47,Ronwood,346,678,0.4897,,Short-term,
2025-10-02 22:11:47,Toka Puia,295,420,0.2976,,Short-term,
2025-10-02 22:11:47,Victoria Street,359,895,0.5989,,Short-term,
2025-10-02 23:11:28,Civic,498,928,0.4634,,Short-term,
2025-10-02 23:11:28,Downtown,496,1944,0.7449,,Short-term,
2025-10-02 23:11:28,Ronwood,343,678,0.4941,,Short-term,
2025-10-02 23:11:28,Toka Puia,301,420,0.2833,,Short-term,
2025-10-02 23:11:28,Victoria Street,323,895,0.6391,,Short-term,
2025-10-03 00:58:29,Civic,501,928,0.4601,,Short-term,
2025-10-03 00:58:29,Downtown,484,1944,0.751,,Short-term,
2025-10-03 00:58:29,Ronwood,352,678,0.4808,,Short-term,
2025-10-03 00:58:29,Toka Puia,299,420,0.2881,,Short-term,
2025-10-03 00:58:29,Victoria Street,301,895,0.6637,,Short-term,
2025-10-03 02:20:02,Civic,528,928,0.431,,Short-term,
2025-10-03 02:20:02,Downtown,624,1944,0.679,,Short-term,
2025-10-03 02:20:02,Ronwood,361,678,0.4676,,Short-term,
2025-10-03 02:20:02,Toka Puia,306,420,0.2714,,Short-term,
2025-10-03 02:20:02,Victoria Street,375,895,0.581,,Short-term,
2025-10-03 03:24:24,Civic,544,928,0.4138,,Short-term,
2025-10-03 03:24:24,Downtown,762,1944,0.608,,Short-term,
2025-10-03 03:24:24,Ronwood,399,678,0.4115,,Short-term,
2025-10-03 03:24:24,Toka Puia,337,420,0.1976,,Short-term,
2025-10-03 03:24:24,Victoria Street,419,895,0.5318,,Short-term,
2025-10-03 04:14:57,Civic,531,928,0.4278,,Short-term,
2025-10-03 04:14:57,Downtown,855,1944,0.5602,,Short-term,
2025-10-03 04:14:57,Ronwood,457,678,0.326,,Short-term,
2025-10-03 04:14:57,Toka Puia,364,420,0.1333,,Short-term,
2025-10-03 04:14:57,Victoria Street,415,895,0.5363,,Short-term,
2025-10-03 05:12:40,Civic,399,928,0.57,,Short-term,
2025-10-03 05:12:40,Downtown,870,1944,0.5525,,Short-term,
2025-10-03 05:12:40,Ronwood,491,678,0.2758,,Short-term,
2025-10-03 05:12:40,Toka Puia,381,420,0.0929,,Short-term,
2025-10-03 05:12:40,Victoria Street,391,895,0.5631,,Short-term,
2025-10-03 06:19:09,Civic,75,928,0.9192,,Short-term,
2025-10-03 06:19:09,Downtown,834,1944,0.571,,Short-term,
2025-10-03 06:19:09,Ronwood,506,678,0.2537,,Short-term,
2025-10-03 06:19:09,Toka Puia,388,420,0.0762,,Short-term,
2025-10-03 06:19:09,Victoria Street,551,895,0.3844,,Short-term,
2025-10-03 07:12:47,Civic,114,928,0.8772,,Short-term,
2025-10-03 07:12:47,Downtown,882,1944,0.5463,,Short-term,
2025-10-03 07:12:47,Ronwood,511,678,0.2463,,Short-term,
2025-10-03 07:12:47,Toka Puia,390,420,0.0714,,Short-term,
2025-10-03 07:12:47,Victoria Street,578,895,0.3542,,Short-term,
2025-10-03 08:16:51,Civic,305,928,0.6713,,Short-term,
2025-10-03 08:16:51,Downtown,987,1944,0.4923,,Short-term,
2025-10-03 08:16:51,Ronwood,514,678,0.2419,,Short-term,
2025-10-03 08:16:51,Toka Puia,391,420,0.069,,Short-term,
2025-10-03 08:16:51,Victoria Street,635,895,0.2905,,Short-term,
2025-10-03 09:13:35,Civic,518,928,0.4418,,Short-term,
2025-10-03 09:13:35,Downtown,1082,1944,0.4434,,Short-term,
2025-10-03 09:13:35,Ronwood,514,678,0.2419,,Short-term,
2025-10-03 09:13:35,Toka Puia,391,420,0.069,,Short-term,
2025-10-03 09:13:35,Victoria Street,688,895,0.2313,,Short-term,
2025-10-03 10:13:31,Civic,679,928,0.2683,,Short-term,
2025-10-03 10:13:31,Downtown,1148,1944,0.4095,,Short-term,
2025-10-03 10:13:31,Ronwood,514,678,0.2419,,Short-term,
2025-10-03 10:13:31,Toka Puia,394,420,0.0619,,Short-term,
2025-10-03 10:13:31,Victoria Street,755,895,0.1564,,Short-term,
2025-10-03 11:10:30,Civic,732,928,0.2112,,Short-term,
2025-10-03 11:10:30,Downtown,1183,1944,0.3915,,Short-term,
2025-10-03 11:10:30,Ronwood,514,678,0.2419,,Short-term,
2025-10-03 11:10:30,Toka Puia,394,420,0.0619,,Short-term,
2025-10-03 11:10:30,Victoria Street,789,895,0.1184,,Short-term,
2025-10-03 12:25:36,Civic,741,928,0.2015,,Short-term,
2025-10-03 12:25:36,Downtown,1224,1944,0.3704,,Short-term,
2025-10-03 12:25:36,Ronwood,514,678,0.2419,,Short-term,
2025-10-03 12:25:36,Toka Puia,394,420,0.0619,,Short-term,
2025-10-03 12:25:36,Victoria Street,795,895,0.1117,,Short-term,
2025-10-03 13:21:01,Civic,741,928,0.2015,,Short-term,
2025-10-03 13:21:01,Downtown,1244,1944,0.3601,,Short-term,
2025-10-03 13:21:01,Ronwood,514,678,0.2419,,Short-term,
2025-10-03 13:21:01,Toka Puia,394,420,0.0619,,Short-term,
2025-10-03 13:21:01,Victoria Street,795,895,0.1117,,Short-term,
2025-10-03 14:12:13,Civic,744,928,0.1983,,Short-term,
2025-10-03 14:12:13,Downtown,1254,1944,0.3549,,Short-term,
2025-10-03 14:12:13,Ronwood,514,678,0.2419,,Short-term,
2025-10-03 14:12:13,Toka Puia,394,420,0.0619,,Short-term,
2025-10-03 14:12:13,Victoria Street,795,895,0.1117,,Short-term,
2025-10-03 15:13:07,Civic,745,928,0.1972,,Short-term,
2025-10-03 15:13:07,Downtown,1269,1944,0.3472,,Short-term,
2025-10-03 15:13:07,Ronwood,514,678,0.2419,,Short-term,
2025-10-03 15:13:07,Toka Puia,394,420,0.0619,,Short-term,
2025-10-03 15:13:07,Victoria Street,795,895,0.1117,,Short-term,
2025-10-03 16:15:12,Civic,745,928,0.1972,,Short-term,
2025-10-03 16:15:12,Downtown,1275,1944,0.3441,,Short-term,
2025-10-03 16:15:12,Ronwood,514,678,0.2419,,Short-term,
2025-10-03 16:15:12,Toka Puia,394,420,0.0619,,Short-term,
2025-10-03 16:15:12,Victoria Street,795,895,0.1117,,Short-term,
2025-10-03 17:11:04,Civic,738,928,0.2047,,Short-term,
2025-10-03 17:11:04,Downtown,1277,1944,0.3431,,Short-term,
2025-10-03 17:11:04,Ronwood,514,678,0.2419,,Short-term,
2025-10-03 17:11:04,Toka Puia,394,420,0.0619,,Short-term,
2025-10-03 17:11:04,Victoria Street,795,895,0.1117,,Short-term,
2025-10-03 18:18:18,Civic,738,928,0.2047,,Short-term,
2025-10-03 18:18:18,Downtown,1252,1944,0.356,,Short-term,
2025-10-03 18:18:18,Ronwood,514,678,0.2419,,Short-term,
2025-10-03 18:18:18,Toka Puia,391,420,0.069,,Short-term,
2025-10-03 18:18:18,Victoria Street,794,895,0.1128,,Short-term,
2025-10-03 19:10:26,Civic,728,928,0.2155,,Short-term,
2025-10-03 19:10:26,Downtown,1214,1944,0.3755,,Short-term,
2025-10-03 19:10:26,Ronwood,514,678,0.2419,,Short-term,
2025-10-03 19:10:26,Toka Puia,373,420,0.1119,,Short-term,
2025-10-03 19:10:26,Victoria Street,779,895,0.1296,,Short-term,
2025-10-03 20:13:53,Civic,691,928,0.2554,,Short-term,
2025-10-03 20:13:53,Downtown,1126,1944,0.4208,,Short-term,
2025-10-03 20:13:53,Ronwood,515,678,0.2404,,Short-term,
2025-10-03 20:13:53,Toka Puia,350,420,0.1667,,Short-term,
2025-10-03 20:13:53,Victoria Street,722,895,0.1933,,Short-term,
2025-10-03 21:10:51,Civic,658,928,0.2909,,Short-term,
2025-10-03 21:10:51,Downtown,975,1944,0.4985,,Short-term,
2025-10-03 21:10:51,Ronwood,515,678,0.2404,,Short-term,
2025-10-03 21:10:51,Toka Puia,327,420,0.2214,,Short-term,
2025-10-03 21:10:51,Victoria Street,653,895,0.2704,,Short-term,
2025-10-03 22:11:45,Civic,587,928,0.3675,,Short-term,
2025-10-03 22:11:45,Downtown,848,1944,0.5638,,Short-term,
2025-10-03 22:11:45,Ronwood,517,678,0.2375,,Short-term,
2025-10-03 22:11:45,Toka Puia,303,420,0.2786,,Short-term,
2025-10-03 22:11:45,Victoria Street,544,895,0.3922,,Short-term,
2025-10-03 23:11:22,Civic,536,928,0.4224,,Short-term,
2025-10-03 23:11:22,Downtown,671,1944,0.6548,,Short-term,
2025-10-03 23:11:22,Ronwood,518,678,0.236,,Short-term,
2025-10-03 23:11:22,Toka Puia,282,420,0.3286,,Short-term,
2025-10-03 23:11:22,Victoria Street,463,895,0.4827,,Short-term,
2025-10-04 00:55:42,Civic,234,928,0.7478,,Short-term,
2025-10-04 00:55:42,Downtown,477,1944,0.7546,,Short-term,
2025-10-04 00:55:42,Ronwood,518,678,0.236,,Short-term,
2025-10-04 00:55:42,Toka Puia,298,420,0.2905,,Short-term,
2025-10-04 00:55:42,Victoria Street,425,895,0.5251,,Short-term,
2025-10-04 02:12:33,Civic,131,928,0.8588,,Short-term,
2025-10-04 02:12:33,Downtown,476,1944,0.7551,,Short-term,
2025-10-04 02:12:33,Ronwood,517,678,0.2375,,Short-term,
2025-10-04 02:12:33,Toka Puia,317,420,0.2452,,Short-term,
2025-10-04 02:12:33,Victoria Street,451,895,0.4961,,Short-term,
2025-10-04 03:19:44,Civic,197,928,0.7877,,Short-term,
2025-10-04 03:19:44,Downtown,597,1944,0.6929,,Short-term,
2025-10-04 03:19:44,Ronwood,516,678,0.2389,,Short-term,
2025-10-04 03:19:44,Toka Puia,333,420,0.2071,,Short-term,
2025-10-04 03:19:44,Victoria Street,499,895,0.4425,,Short-term,
2025-10-04 04:14:23,Civic,371,928,0.6002,,Short-term,
2025-10-04 04:14:23,Downtown,651,1944,0.6651,,Short-term,
2025-10-04 04:14:23,Ronwood,516,678,0.2389,,Short-term,
2025-10-04 04:14:23,Toka Puia,343,420,0.1833,,Short-term,
2025-10-04 04:14:23,Victoria Street,499,895,0.4425,,Short-term,
2025-10-04 05:12:05,Civic,223,928,0.7597,,Short-term,
2025-10-04 05:12:05,Downtown,611,1944,0.6857,,Short-term,
2025-10-04 05:12:05,Ronwood,516,678,0.2389,,Short-term,
2025-10-04 05:12:05,Toka Puia,354,420,0.1571,,Short-term,
2025-10-04 05:12:05,Victoria Street,519,895,0.4201,,Short-term,
2025-10-04 06:17:15,Civic,0,928,1.0,,Short-term,
2025-10-04 06:17:15,Downtown,605,1944,0.6888,,Short-term,
2025-10-04 06:17:15,Ronwood,516,678,0.2389,,Short-term,
2025-10-04 06:17:15,Toka Puia,367,420,0.1262,,Short-term,
2025-10-04 06:17:15,Victoria Street,519,895,0.4201,,Short-term,
2025-10-04 07:11:02,Civic,75,928,0.9192,,Short-term,
2025-10-04 07:11:02,Downtown,686,1944,0.6471,,Short-term,
2025-10-04 07:11:02,Ronwood,516,678,0.2389,,Short-term,
2025-10-04 07:11:02,Toka Puia,372,420,0.1143,,Short-term,
2025-10-04 07:11:02,Victoria Street,508,895,0.4324,,Short-term,
2025-10-04 08:15:44,Civic,154,928,0.8341,,Short-term,
2025-10-04 08:15:44,Downtown,811,1944,0.5828,,Short-term,
2025-10-04 08:15:44,Ronwood,516,678,0.2389,,Short-term,
2025-10-04 08:15:44,Toka Puia,381,420,0.0929,,Short-term,
2025-10-04 08:15:44,Victoria Street,557,895,0.3777,,Short-term,
2025-10-04 09:12:10,Civic,459,928,0.5054,,Short-term,
2025-10-04 09:12:10,Downtown,901,1944,0.5365,,Short-term,
2025-10-04 09:12:10,Ronwood,516,678,0.2389,,Short-term,
2025-10-04 09:12:10,Toka Puia,388,420,0.0762,,Short-term,
2025-10-04 09:12:10,Victoria Street,605,895,0.324,,Short-term,
2025-10-04 10:12:11,Civic,675,928,0.2726,,Short-term,
2025-10-04 10:12:11,Downtown,1020,1944,0.4753,,Short-term,
2025-10-04 10:12:11,Ronwood,516,678,0.2389,,Short-term,
2025-10-04 10:12:11,Toka Puia,389,420,0.0738,,Short-term,
2025-10-04 10:12:11,Victoria Street,648,895,0.276,,Short-term,
2025-10-04 11:09:29,Civic,712,928,0.2328,,Short-term,
2025-10-04 11:09:29,Downtown,1084,1944,0.4424,,Short-term,
2025-10-04 11:09:29,Ronwood,516,678,0.2389,,Short-term,
2025-10-04 11:09:29,Toka Puia,389,420,0.0738,,Short-term,
2025-10-04 11:09:29,Victoria Street,680,895,0.2402,,Short-term,
2025-10-04 12:22:27,Civic,755,928,0.1864,,Short-term,
2025-10-04 12:22:27,Downtown,1145,1944,0.411,,Short-term,
2025-10-04 12:22:27,Ronwood,516,678,0.2389,,Short-term,
2025-10-04 12:22:27,Toka Puia,389,420,0.0738,,Short-term,
2025-10-04 12:22:27,Victoria Street,692,895,0.2268,,Short-term,
2025-10-04 13:16:39,Civic,760,928,0.181,,Short-term,
2025-10-04 13:16:39,Downtown,1168,1944,0.3992,,Short-term,
2025-10-04 13:16:39,Ronwood,516,678,0.2389,,Short-term,
2025-10-04 13:16:39,Toka Puia,389,420,0.0738,,Short-term,
2025-10-04 13:16:39,Victoria Street,696,895,0.2223,,Short-term,
2025-10-04 14:10:50,Civic,762,928,0.1789,,Short-term,
2025-10-04 14:10:50,Downtown,1193,1944,0.3863,,Short-term,
2025-10-04 14:10:50,Ronwood,516,678,0.2389,,Short-term,
2025-10-04 14:10:50,Toka Puia,389,420,0.0738,,Short-term,
2025-10-04 14:10:50,Victoria Street,697,895,0.2212,,Short-term,
2025-10-04 15:10:57,Civic,764,928,0.1767,,Short-term,
2025-10-04 15:10:57,Downtown,1211,1944,0.3771,,Short-term,
2025-10-04 15:10:57,Ronwood,516,678,0.2389,,Short-term,
2025-10-04 15:10:57,Toka Puia,389,420,0.0738,,Short-term,
2025-10-04 15:10:57,Victoria Street,697,895,0.2212,,Short-term,
2025-10-04 16:14:05,Civic,764,928,0.1767,,Short-term,
2025-10-04 16:14:05,Downtown,1221,1944,0.3719,,Short-term,
2025-10-04 16:14:05,Ronwood,516,678,0.2389,,Short-term,
2025-10-04 16:14:05,Toka Puia,389,420,0.0738,,Short-term,
2025-10-04 16:14:05,Victoria Street,697,895,0.2212,,Short-term,
2025-10-04 17:09:55,Civic,765,928,0.1756,,Short-term,
2025-10-04 17:09:55,Downtown,1230,1944,0.3673,,Short-term,
2025-10-04 17:09:55,Ronwood,517,678,0.2375,,Short-term,
2025-10-04 17:09:55,Toka Puia,389,420,0.0738,,Short-term,
2025-10-04 17:09:55,Victoria Street,697,895,0.2212,,Short-term,
2025-10-04 18:16:27,Civic,763,928,0.1778,,Short-term,
2025-10-04 18:16:27,Downtown,1216,1944,0.3745,,Short-term,
2025-10-04 18:16:27,Ronwood,518,678,0.236,,Short-term,
2025-10-04 18:16:27,Toka Puia,379,420,0.0976,,Short-term,
2025-10-04 18:16:27,Victoria Street,698,895,0.2201,,Short-term,
2025-10-04 19:09:29,Civic,757,928,0.1843,,Short-term,
2025-10-04 19:09:29,Downtown,1180,1944,0.393,,Short-term,
