daypk,pk,date,year,day,time,weekday_/_weekend?,precinct,street,section,side,no_of_cars,no_of_available_spaces,actual_spaces,total_spaces,no_of_permits,asd
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Beaumont St,Westhaven Drive to Fanshawe Street,east,7.0,0.0,7,7,,0
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Daldy St,Madden St to Jellicoe St,east,1.0,0.0,1,2,,1
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Daldy St,Madden St to Jellicoe St,west,1.0,0.0,1,2,,1
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Daldy St,Madden St to Pakenham St West,west,4.0,1.0,5,6,,1
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Daldy St,Madden St to Pakenham St West,east,3.0,1.0,4,4,,0
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Daldy St,Gaunt St to Pakenham St West,east,1.0,0.0,1,2,,1
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Daldy St,Gaunt St to Pakenham St West,west,1.0,0.0,1,2,,1
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Gaunt St,Halsey St to Daldy St,north,2.0,1.0,3,3,,0
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Gaunt St,Halsey St to Daldy St,south,4.0,2.0,6,8,,2
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Halsey St,Pakenham St West to Madden St,west,5.0,0.0,5,5,,0
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Halsey St,Pakenham St West to Madden St,east,6.0,0.0,6,6,,0
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Halsey St,Madden St to Jellicoe St,west,1.0,0.0,1,1,,0
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Halsey St,Gaunt St to Pakenham St West,east,6.0,0.0,6,6,,0
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Halsey St,Gaunt St to Pakenham St West,west,6.0,0.0,6,6,,0
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Jellicoe St,Daldy St to Beaumont St,north,1.0,0.0,1,3,,2
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Jellicoe St,Daldy St to Beaumont St,south,5.0,1.0,6,6,,0
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Jellicoe St,Beaumont st to end,south,7.0,1.0,8,8,,0
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Jellicoe St,Beaumont st to end,north,8.0,1.0,9,9,,0
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Madden st,Beaumont St to Daldy St,north,1.0,1.0,2,3,,1
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Madden st,Beaumont St to Daldy St,south,2.0,1.0,3,5,,2
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Madden st,Daldy St to Halsey St,south,2.0,1.0,3,5,,2
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Pakenham St West,Daldy St to Halsey St,south,11.0,1.0,12,12,,0
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Pakenham St West,Daldy St to Halsey St,north,8.0,0.0,8,8,,0
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Pakenham St West,Beaumont St to Daldy St,south,5.0,0.0,5,5,,0
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Pakenham St West,Beaumont St to Daldy St,north,4.0,0.0,4,4,,0
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Westhaven Dr,Beaumont Street to corner carpark,west,29.0,2.0,31,31,,0
2021-4,1444430,2021-08-22,2021,Sunday,14:00:00,weekend,14,Westhaven Dr,Beaumont Street to corner carpark,east,8.0,1.0,9,9,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Sale St,Wellseley St West to Cook St,south,9.0,8.0,17,17,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Sale St,Wellseley St West to Cook St,north,18.0,14.0,32,32,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Sale St,Carpark,north,10.0,8.0,18,18,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Vernon St,Drake St to Sale St,east,3.0,4.0,7,7,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Vernon St,Drake St to Sale St,west,1.0,2.0,3,4,,1
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Adelaide St,Drake St to Sale St,east,1.0,2.0,3,3,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Centre St,Drake St to Sale St,east,7.0,2.0,9,9,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Centre St,Drake St to Sale St,west,7.0,3.0,10,10,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Drake St,Wellesley St West to Union St,north,23.0,5.0,28,29,,1
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Drake St,Wellesley St West to Union St,south,7.0,2.0,9,9,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Cook St,Sam Wrigley St to Union St,south,3.0,1.0,4,6,,2
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Cook St,Sam Wrigley St to Union St,north,2.0,1.0,3,3,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Cook St,Sam Wrigley St to Nelson St,south,13.0,3.0,16,16,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Cook St,Sam Wrigley St to Nelson St,north,14.0,3.0,17,17,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Union St,Cook St to Drake St,east,6.0,0.0,6,6,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Union St,Cook St to Drake St,west,15.0,1.0,16,16,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Union St,Sam Wrigley St to Union St end,south,22.0,1.0,23,23,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Union St,Sam Wrigley St to Union St end,north,7.0,0.0,7,7,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Union St,Sam Wrigley St to Nelson St,south,26.0,1.0,27,27,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Union St,Sam Wrigley St to Nelson St,north,0.0,0.0,0,0,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Union St,Wellseley St West to Cook St,east,15.0,1.0,16,16,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Nelson St,Cook St to Union St,east,11.0,1.0,12,12,,0
2021-4,1544430,2021-08-22,2021,Sunday,14:00:00,weekend,15,Nelson St,Cook St to Union St,west,13.0,2.0,15,15,,0
2021-4,1644430,2021-08-22,2021,Sunday,14:00:00,weekend,16,St James St,Hopetoun St to the St James St end,west,15.0,3.0,18,18,,0
2021-4,1644430,2021-08-22,2021,Sunday,14:00:00,weekend,16,Pitt St,,,0.0,0.0,0,0,,0
2021-4,1644430,2021-08-22,2021,Sunday,14:00:00,weekend,16,Beresford Sq,Pitt St to Hopetoun St,north,8.0,2.0,10,10,,0
2021-4,1644430,2021-08-22,2021,Sunday,14:00:00,weekend,16,Day St,Beresford Square to Karangahape Road,,10.0,1.0,11,11,,0
2021-4,1644430,2021-08-22,2021,Sunday,14:00:00,weekend,16,Karangahape Rd,Pitt St to Day St,north,10.0,0.0,10,10,,0
2021-4,1644430,2021-08-22,2021,Sunday,14:00:00,weekend,16,Karangahape Rd,West St to East St,south,5.0,0.0,5,5,,0
2021-4,1644430,2021-08-22,2021,Sunday,14:00:00,weekend,16,Karangahape Rd,Queen St to Pitt St,south,4.0,0.0,4,4,,0
2021-4,1644430,2021-08-22,2021,Sunday,14:00:00,weekend,16,Poynton Tce,,,4.0,0.0,4,4,,0
2021-4,1744430,2021-08-22,2021,Sunday,14:00:00,weekend,17,Canada St,Upper Queen St to East St,south,17.0,0.0,17,17,,0
2021-4,1744430,2021-08-22,2021,Sunday,14:00:00,weekend,17,South St,,,7.0,4.0,11,11,,0
2021-4,1744430,2021-08-22,2021,Sunday,14:00:00,weekend,17,South St,,,3.0,2.0,5,5,,0
2021-4,1744430,2021-08-22,2021,Sunday,14:00:00,weekend,17,Galatos St,West Tce to East St,north,10.0,0.0,10,10,,0
2021-4,1744430,2021-08-22,2021,Sunday,14:00:00,weekend,17,West Tce,,,5.0,0.0,5,5,,0
2021-4,1744430,2021-08-22,2021,Sunday,14:00:00,weekend,17,East St,Karangahape Rd to South St,,0.0,0.0,0,0,,0
2021-4,1744430,2021-08-22,2021,Sunday,14:00:00,weekend,17,Mercury Ln,Karangahape Rd to Cross St,west,4.0,2.0,6,6,,0
2021-4,1744430,2021-08-22,2021,Sunday,14:00:00,weekend,17,Cross St,Upper Queen St to Mercury Ln,north,9.0,0.0,9,9,,0
2021-4,1744430,2021-08-22,2021,Sunday,14:00:00,weekend,17,Cross St,Upper Queen St to Mercury Ln,south,11.0,0.0,11,12,,1
2021-4,1744430,2021-08-22,2021,Sunday,14:00:00,weekend,17,Upper Queen St,Cross St to Canada St,,11.0,0.0,11,11,,0
2021-1,5,2021-08-16,2021,Weekday 1,1900-01-01 00:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,north,6.0,0.0,7,7,,6
2021-1,5,2021-08-16,2021,Weekday 1,1900-01-01 02:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,north,1.0,0.0,7,7,,1
2021-1,5,2021-08-16,2021,Weekday 1,1900-01-01 04:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,north,5.0,1.0,7,7,,5
2021-1,544424,2021-08-16,2021,Weekday 1,08:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,16.0,5.0,21,21,,0
2021-1,544424,2021-08-16,2021,Weekday 1,09:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,18.0,3.0,21,21,,0
2021-1,544424,2021-08-16,2021,Weekday 1,10:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,20.0,1.0,21,21,,0
2021-1,544424,2021-08-16,2021,Weekday 1,11:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,18.0,3.0,21,21,,0
2021-1,544424,2021-08-16,2021,Weekday 1,12:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,20.0,1.0,21,21,,0
2021-1,544424,2021-08-16,2021,Weekday 1,13:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,21.0,0.0,21,21,,0
2021-1,544424,2021-08-16,2021,Weekday 1,14:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,21.0,0.0,21,21,,0
2021-1,544424,2021-08-16,2021,Weekday 1,15:00:00,weekday,5,Viaduct Harbour Ave,Customs St West to Halsey St,south,20.0,1.0,21,21,,0
2021-4,644430,2021-08-22,2021,Sunday,15:00:00,weekend,6,Nelson St,,,0.0,0.0,0,0,,0
2021-4,644430,2021-08-22,2021,Sunday,15:00:00,weekend,6,Hobson St,Bradnor Ln to Fanshawe St,west,8.0,0.0,8,10,,2
2021-4,644430,2021-08-22,2021,Sunday,15:00:00,weekend,6,Hobson St,Swanson St to Wolfe St,east,4.0,0.0,4,5,,1
2021-4,644430,2021-08-22,2021,Sunday,15:00:00,weekend,6,Hobson St,Bradnor Ln to Wyndham St,west,3.0,0.0,3,4,,1
2021-4,644430,2021-08-22,2021,Sunday,15:00:00,weekend,6,Hobson St,Victoria St West to Wyndham St,west,7.0,0.0,7,8,,1
2021-4,644430,2021-08-22,2021,Sunday,15:00:00,weekend,6,Hobson St,Wellesley St West to Victoria St West,east,5.0,0.0,5,6,,1
2021-4,644430,2021-08-22,2021,Sunday,15:00:00,weekend,6,Wyndham St,Nelson St to Hobson St,north,6.0,0.0,6,6,,0
2021-4,644430,2021-08-22,2021,Sunday,15:00:00,weekend,6,Wyndham St,Nelson St to Hobson St,south,7.0,0.0,7,7,,0
2021-4,644430,2021-08-22,2021,Sunday,15:00:00,weekend,6,Graham St,Victoria St West to Hardinge St,north,22.0,1.0,23,23,,0
2021-4,644430,2021-08-22,2021,Sunday,15:00:00,weekend,6,Graham St,Victoria St West to Hardinge St,south,21.0,0.0,21,21,,0
2021-4,644430,2021-08-22,2021,Sunday,15:00:00,weekend,6,Hardinge St,Victoria St West to Graham St,west,33.0,1.0,34,34,,0
2021-4,644430,2021-08-22,2021,Sunday,15:00:00,weekend,6,Dock St,Victoria St West to the end of Dock St,west,13.0,1.0,14,14,,0
2021-4,644430,2021-08-22,2021,Sunday,15:00:00,weekend,6,Wellesley St West,Halsey St to Nelson St,south,28.0,5.0,33,33,,0
2021-4,744430,2021-08-22,2021,Sunday,15:00:00,weekend,7,Greys Ave,Pitt St to Mayoral Dr,west,34.0,1.0,35,35,,0
2021-4,744430,2021-08-22,2021,Sunday,15:00:00,weekend,7,Greys Ave,Pitt St to Mayoral Dr,east,22.0,0.0,22,22,,0
2021-4,744430,2021-08-22,2021,Sunday,15:00:00,weekend,7,Vincent St,Pitt St to Mayoral Dr,west,20.0,1.0,21,23,,2
2021-4,744430,2021-08-22,2021,Sunday,15:00:00,weekend,7,Vincent St,Pitt St to Mayoral Dr,east,25.0,2.0,27,29,,2
2021-4,744430,2021-08-22,2021,Sunday,15:00:00,weekend,7,Cook St,Nelson St to Hobson St,north,7.0,0.0,7,7,,0
2021-4,744430,2021-08-22,2021,Sunday,15:00:00,weekend,7,Cook St,Nelson St to Hobson St,south,3.0,0.0,3,4,,1
2021-4,744430,2021-08-22,2021,Sunday,15:00:00,weekend,7,Hobson St,Pitt St to Cook Street,west,22.0,3.0,25,26,,1
2021-4,744430,2021-08-22,2021,Sunday,15:00:00,weekend,7,Hobson St,Pitt St to Cook Street,east,13.0,2.0,15,16,,1
2021-4,744430,2021-08-22,2021,Sunday,15:00:00,weekend,7,Hobson St,Cook St to Wellesley St,east,7.0,0.0,7,7,,0
2021-4,744430,2021-08-22,2021,Sunday,15:00:00,weekend,7,Hobson St,Cook St to Wellesley St,west,17.0,0.0,17,17,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,Airedale St,Symonds St to Lyndock St,east,12.0,0.0,12,12,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,Airedale St,Symonds St to Lyndock St,west,11.0,0.0,11,11,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,Airedale St,Lyndock St to St Paul St,south,8.0,0.0,8,8,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,Airedale St,Lyndock St to St Paul St,north,10.0,0.0,10,10,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,City Rd,Queen St to Liverpool St,north,9.0,1.0,10,10,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,City Rd,Liverpool St to Symonds St,north,8.0,0.0,8,8,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,Liverpool St,Northeast end of Liverpool St to White St,east,11.0,0.0,11,11,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,Liverpool St,Northeast end of Liverpool St to White St,west,5.0,0.0,5,5,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,Liverpool St,Turner St to City Rd,east,8.0,0.0,8,8,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,Lyndock St,Airedale St to Wakefield St,north,5.0,0.0,5,5,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,Lyndock St,Airedale St to Wakefield St,south,5.0,0.0,5,5,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,Marmion St,Queen St to Liverpool St,south,0.0,0.0,0,0,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,Waverlay St,,,0.0,0.0,0,0,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,Turner St,White St to Queen St,north,9.0,0.0,9,9,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,Turner St,White St to Queen St,south,6.0,0.0,6,6,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,St Paul St,Airedale St to Wakefield St,south,6.0,0.0,6,6,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,St Paul St,Airedale St to Wakefield St,north,6.0,0.0,6,6,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,White St,Marmion St to Waverely St,west,6.0,0.0,6,6,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,White St,Marmion St to Waverely St,east,5.0,0.0,5,5,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,White St,Waverly St to Turner St,west,6.0,0.0,6,6,,0
2021-4,844430,2021-08-22,2021,Sunday,15:00:00,weekend,8,White St,White St northern end to Marmion St,east,4.0,0.0,4,4,,0
2021-4,944430,2021-08-22,2021,Sunday,15:00:00,weekend,9,Wakefield St,St Paul St to Lyndock St,west,7.0,1.0,8,9,,1
2021-4,944430,2021-08-22,2021,Sunday,15:00:00,weekend,9,Wakefield St,St Paul St to Mount St,east,1.0,0.0,1,2,,1
2021-4,944430,2021-08-22,2021,Sunday,15:00:00,weekend,9,Wakefield St,Lyndock St to Symonds St,west,3.0,1.0,4,4,,0
2021-4,944430,2021-08-22,2021,Sunday,15:00:00,weekend,9,Mount St,Symonds St to Wakefield St,north,10.0,0.0,10,10,,0
2021-4,944430,2021-08-22,2021,Sunday,15:00:00,weekend,9,Mount St,Symonds St to Wakefield St,south,21.0,0.0,21,21,,0
2021-4,944430,2021-08-22,2021,Sunday,15:00:00,weekend,9,Symonds St,Wellesley St to Whittaker Pl,east,11.0,0.0,11,11,,0
2021-4,944430,2021-08-22,2021,Sunday,15:00:00,weekend,9,Wellesley St East,,,0.0,0.0,0,0,,0
2021-4,944430,2021-08-22,2021,Sunday,15:00:00,weekend,9,Whitaker Pl,Mayoral Dr to Symonds St,,28.0,0.0,28,28,,0
2021-4,944430,2021-08-22,2021,Sunday,15:00:00,weekend,9,St Paul St,Symonds St to Governor Fitzroy Pl,north,15.0,2.0,17,17,,0
2021-4,944430,2021-08-22,2021,Sunday,15:00:00,weekend,9,St Paul St,Symonds St to Governor Fitzroy Pl,south,0.0,0.0,0,0,,0
2021-4,944430,2021-08-22,2021,Sunday,15:00:00,weekend,9,St Paul St,Governor Fitzroy Pl to Wakefield St,north,0.0,0.0,0,0,,0
2021-4,944430,2021-08-22,2021,Sunday,15:00:00,weekend,9,St Paul St,Governor Fitzroy Pl to Wakefield St,south,5.0,0.0,5,5,,0
2021-4,1044430,2021-08-22,2021,Sunday,15:00:00,weekend,10,Princes St,Wellesley Street East to Waterloo Quadrant,west,114.0,1.0,115,115,,0
2021-4,1044430,2021-08-22,2021,Sunday,15:00:00,weekend,10,Princes St,Wellesley Street East to Waterloo Quadrant,east,71.0,0.0,71,71,,0
2021-4,1044430,2021-08-22,2021,Sunday,15:00:00,weekend,10,Princes St,Waterloo Quadrant to Eden Crescent,west,22.0,0.0,22,22,,0
2021-4,1044430,2021-08-22,2021,Sunday,15:00:00,weekend,10,Princes St,Waterloo Quadrant to Eden Crescent,east,7.0,0.0,7,7,,0
2021-4,1044430,2021-08-22,2021,Sunday,15:00:00,weekend,10,Waterloo Quad,Princes St to Symonds St,south,22.0,0.0,22,22,,0
2021-4,1044430,2021-08-22,2021,Sunday,15:00:00,weekend,10,Grafton Rd,Symonds St to Stanley St,east,9.0,0.0,9,9,,0
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Anzac Ave,Beach Rd to Short St,east,3.0,0.0,3,4,,1
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Anzac Ave,Parliament St to Short St,west,6.0,0.0,6,7,,1
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Anzac Ave,Parliament St to Short St,east,2.0,0.0,2,3,,1
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Anzac Ave,Parliament St to Alten Rd,east,5.0,0.0,5,6,,1
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Anzac Ave,Parliament St to Alten Rd,west,3.0,0.0,3,4,,1
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Churchill St,Beach Rd to Alten Rd ,east,12.0,0.0,12,12,,0
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Parliament St,Eden Cres to Waterloo Quadrant,north,4.0,0.0,4,4,,0
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Parliament St,Eden Cres to Waterloo Quadrant,south,25.0,0.0,25,25,,0
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Parliament St,Anzac Ave to Eden Cres,south,9.0,0.0,9,9,,0
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Parliament St,Anzac Ave to Eden Cres,north,8.0,0.0,8,8,,0
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Eden Cres,Parliament St to Short St,north,9.0,0.0,9,9,,0
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Eden Cres,Parliament St to Short St,south,19.0,0.0,19,19,,0
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Eden Cres,Emily Pl to Short St,north,3.0,0.0,3,5,,2
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Eden Cres,Emily Pl to Short St,south,2.0,0.0,2,4,,2
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Eden Cres,Short Street to Shortland Street,,14.0,0.0,14,14,,0
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Short St,Anzac Ave to Eden Cres,south,8.0,0.0,8,8,,0
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Short St,Anzac Ave to Eden Cres,north,4.0,0.0,4,4,,0
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Emily Pl,Top,south,10.0,0.0,10,10,,0
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Emily Pl,Middle,north,17.0,0.0,17,17,,0
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Emily Pl,Bottom,east,3.0,0.0,3,3,,0
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Emily Pl,Bottom,west,12.0,0.0,12,12,,0
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Princes St,Eden Cres to Waterloo Quadrant,west,20.0,0.0,20,22,,2
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Princes St,Eden Cres to Waterloo Quadrant,east,7.0,0.0,7,7,,0
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Shortland St,Shortland St to Eden Cres,north,13.0,0.0,13,14,,1
2021-4,1144430,2021-08-22,2021,Sunday,15:00:00,weekend,11,Shortland St,Shortland St to Eden Cres,south,4.0,0.0,4,5,,1
2021-4,1244430,2021-08-22,2021,Sunday,15:00:00,weekend,12,Quay St,,,0.0,0.0,0,0,,0
2021-4,1244430,2021-08-22,2021,Sunday,15:00:00,weekend,12,Tangihua St,Quay St to Beach Rd,east,4.0,0.0,4,4,,0
2021-4,1244430,2021-08-22,2021,Sunday,15:00:00,weekend,12,Beach Rd,Tangihau St to Mahuhu Cres,west,4.0,0.0,4,4,,0
2021-4,1244430,2021-08-22,2021,Sunday,15:00:00,weekend,12,Beach Rd,Mahuhu Cres to Te Taou Cres,south,5.0,1.0,6,6,,0
2021-4,1244430,2021-08-22,2021,Sunday,15:00:00,weekend,12,Mahuhu Cres,Beach Rd to Tapora St,north,4.0,0.0,4,4,,0
2021-4,1244430,2021-08-22,2021,Sunday,15:00:00,weekend,12,Mahuhu Cres,Tapora St to Te Taou Cres,north,8.0,0.0,8,8,,0
2021-4,1244430,2021-08-22,2021,Sunday,15:00:00,weekend,12,Mahuhu Cres,Tapora St to Te Taou Cres,south,28.0,1.0,29,29,,0
2021-4,1244430,2021-08-22,2021,Sunday,15:00:00,weekend,12,Tapora St,Quay St to Mahuhu Cres,west,4.0,0.0,4,4,,0
2021-4,1244430,2021-08-22,2021,Sunday,15:00:00,weekend,12,Te Taou Cres,Beach Rd to Mahuhu Cres,north,8.0,0.0,8,8,,0
2021-4,1244430,2021-08-22,2021,Sunday,15:00:00,weekend,12,Ronayne St,Beach Rd to The Strand,north,16.0,0.0,16,16,,0
2021-4,1244430,2021-08-22,2021,Sunday,15:00:00,weekend,12,Ronayne St,Beach Rd to The Strand,south,20.0,0.0,20,20,,0
2021-4,1444430,2021-08-22,2021,Sunday,15:00:00,weekend,14,Beaumont St,Jellicoe Street to Westhaven Drive,west,21.0,1.0,22,22,,0
2021-4,1444430,2021-08-22,2021,Sunday,15:00:00,weekend,14,Beaumont St,Pakenham St West to Madden St,east,22.0,1.0,23,23,,0
2021-4,1444430,2021-08-22,2021,Sunday,15:00:00,weekend,14,Beaumont St,Madden St to Jellicoe St,east,15.0,0.0,15,15,,0
2021-4,1444430,2021-08-22,2021,Sunday,15:00:00,weekend,14,Beaumont St,Westhaven Drive to Fanshawe Street,west,13.0,0.0,13,13,,0
2021-4,1444430,2021-08-22,2021,Sunday,15:00:00,weekend,14,Beaumont St,Westhaven Drive to Fanshawe Street,east,7.0,0.0,7,7,,0
2021-4,1444430,2021-08-22,2021,Sunday,15:00:00,weekend,14,Daldy St,Madden St to Jellicoe St,east,1.0,0.0,1,2,,1
2021-4,1444430,2021-08-22,2021,Sunday,15:00:00,weekend,14,Daldy St,Madden St to Jellicoe St,west,1.0,0.0,1,2,,1
2021-4,1444430,2021-08-22,2021,Sunday,15:00:00,weekend,14,Daldy St,Madden St to Pakenham St West,west,4.0,1.0,5,6,,1
2021-4,1444430,2021-08-22,2021,Sunday,15:00:00,weekend,14,Daldy St,Madden St to Pakenham St West,east,3.0,1.0,4,4,,0
2021-4,1444430,2021-08-22,2021,Sunday,15:00:00,weekend,14,Daldy St,Gaunt St to Pakenham St West,east,1.0,0.0,1,2,,1
2021-4,1444430,2021-08-22,2021,Sunday,15:00:00,weekend,14,Daldy St,Gaunt St to Pakenham St West,west,1.0,0.0,1,2,,1
2021-4,1444430,2021-08-22,2021,Sunday,15:00:00,weekend,14,Gaunt St,Halsey St to Daldy St,north,2.0,1.0,3,3,,0
2021-4,1444430,2021-08-22,2021,Sunday,15:00:00,weekend,14,Gaunt St,Halsey St to Daldy St,south,7.0,1.0,8,8,,0
2021-4,1444430,2021-08-22,2021,Sunday,15:00:00,weekend,14,Halsey St,Pakenham St West to Madden St,west,5.0,0.0,5,5,,0
2021-4,1444430,2021-08-22,2021,Sunday,15:00:00,weekend,14,Halsey St,Pakenham St West to Madden St,east,6.0,0.0,6,6,,0
2021-4,1444430,2021-08-22,2021,Sunday,15:00:00,weekend,14,Halsey St,Madden St to Jellicoe St,west,1.0,0.0,1,1,,0
